,y_test,pred_labels,is_incorrect,SNII,SNIa,SNIbc,max_prob,is_low_prob
17483,SNIa,SNIa,False,1.3979757160818047e-135,1.0,2.3343504589740186e-133,1.0,False
2124,SNIa,SNIa,False,4.5430112794486754e-10,0.9999999990727066,4.72992290510663e-10,0.9999999990727066,False
7071,SNIa,SNIa,False,0.013556127521501288,0.9772280422006611,0.009215830277837801,0.9772280422006611,False
32909,SNIbc,SNIa,True,0.17970929075717665,0.7284614601540199,0.09182924908880344,0.7284614601540199,False
5671,SNIa,SNIa,False,8.984763873324709e-48,1.0,1.3117373987056988e-49,1.0,False
50323,SNII,SNII,False,0.8097293247294545,0.004103902234651954,0.18616677303589357,0.8097293247294545,False
45477,SNII,SNII,False,0.8661177407322366,0.025453883409501592,0.1084283758582618,0.8661177407322366,False
35227,SNIbc,SNII,True,0.5171926407997468,0.008858461285527124,0.4739488979147261,0.5171926407997468,False
30446,SNIbc,SNIbc,False,0.30694888363650386,0.013633150104914307,0.6794179662585818,0.6794179662585818,False
11626,SNIa,SNIa,False,0.04075795576055796,0.8326599607141235,0.12658208352531852,0.8326599607141235,False
11446,SNIa,SNIa,False,5.992292892906768e-140,1.0,3.0449443376416143e-143,1.0,False
26236,SNIbc,SNIbc,False,0.23954849869608588,0.012248355375981262,0.7482031459279329,0.7482031459279329,False
15827,SNIa,SNIa,False,1.0630320256901379e-190,1.0,2.3425814137151036e-195,1.0,False
43075,SNII,SNII,False,0.6578860110567767,0.008982574300446626,0.33313141464277674,0.6578860110567767,False
342,SNIa,SNIa,False,8.65374822571178e-16,0.9999999999999991,1.0202128953537142e-16,0.9999999999999991,False
26352,SNIbc,SNIbc,False,0.41841666715553344,0.0051899775667463635,0.5763933552777202,0.5763933552777202,False
40440,SNII,SNII,False,0.504678859689258,0.006192038480436793,0.48912910183030534,0.504678859689258,False
7212,SNIa,SNIa,False,1.1159354813665217e-58,1.0,7.156111281810784e-61,1.0,False
20571,SNIbc,SNIbc,False,0.0030282197201472274,0.015559688132758095,0.9814120921470948,0.9814120921470948,False
45222,SNII,SNIbc,True,0.3674982666421203,0.008652411868390185,0.6238493214894895,0.6238493214894895,False
32450,SNIbc,SNIbc,False,0.2604244797864365,0.008417672245737097,0.7311578479678265,0.7311578479678265,False
31277,SNIbc,SNII,True,0.7807239389438417,0.02286625661237132,0.1964098044437869,0.7807239389438417,False
36543,SNII,SNII,False,0.7518699862974778,0.005827986060206483,0.24230202764231573,0.7518699862974778,False
502,SNIa,SNIa,False,3.3592765805720014e-32,1.0,8.63558577831131e-34,1.0,False
20343,SNIbc,SNIbc,False,0.2657281499410356,0.00043061642038964696,0.7338412336385747,0.7338412336385747,False
26263,SNIbc,SNII,True,0.7236995152808805,0.0038890996556495074,0.27241138506347,0.7236995152808805,False
8890,SNIa,SNIa,False,4.632430840962955e-27,1.0,1.0468590342529387e-27,1.0,False
47075,SNII,SNII,False,0.9688886825185185,0.0002319118174831851,0.030879405663998546,0.9688886825185185,False
45288,SNII,SNIbc,True,0.3012554682222727,0.022818318900263833,0.6759262128774635,0.6759262128774635,False
21964,SNIbc,SNIbc,False,0.15713549677793662,0.33047027476689345,0.5123942284551699,0.5123942284551699,False
17906,SNIa,SNIa,False,1.1622042259092602e-12,0.9999999999973759,1.461910999848092e-12,0.9999999999973759,False
26337,SNIbc,SNIbc,False,0.2960379647537073,0.07922601625640771,0.624736018989885,0.624736018989885,False
31044,SNIbc,SNIbc,False,0.4638895153603017,0.012034248834253695,0.5240762358054446,0.5240762358054446,False
50457,SNII,SNII,False,0.8592747202862182,0.00427948329735277,0.13644579641642895,0.8592747202862182,False
10778,SNIa,SNIa,False,0.0,1.0,0.0,1.0,False
20551,SNIbc,SNIbc,False,0.42431831493155464,0.02079543505779525,0.5548862500106502,0.5548862500106502,False
45505,SNII,SNII,False,0.5471671851072215,0.012402956094008778,0.4404298587987697,0.5471671851072215,False
43076,SNII,SNII,False,0.8782878046626986,0.003672665123579415,0.11803953021372206,0.8782878046626986,False
42273,SNII,SNII,False,0.8310774721041572,0.0029010997400149468,0.1660214281558279,0.8310774721041572,False
14718,SNIa,SNIa,False,1.55866607159312e-14,0.9999999999999842,1.9241829992762826e-16,0.9999999999999842,False
11818,SNIa,SNIa,False,1.0435507800915891e-44,1.0,5.29542226421577e-46,1.0,False
18240,SNIa,SNIa,False,3.1971383948120046e-10,0.9999999996394009,4.088522573612898e-11,0.9999999996394009,False
4643,SNIa,SNIa,False,3.029112573916656e-185,1.0,3.5306116043546224e-189,1.0,False
8406,SNIa,SNIa,False,4.363229866068252e-91,1.0,7.1992582699484215e-93,1.0,False
27456,SNIbc,SNIbc,False,0.3836329813707905,0.014345783583019642,0.6020212350461899,0.6020212350461899,False
42155,SNII,SNIbc,True,0.2258482867157492,0.004231959061158593,0.7699197542230923,0.7699197542230923,False
10031,SNIa,SNIa,False,8.42854449597782e-13,0.9999999999990832,7.396079128480274e-14,0.9999999999990832,False
2671,SNIa,SNIa,False,8.271103106579683e-08,0.9999998989344083,1.8354560676156957e-08,0.9999998989344083,False
13394,SNIa,SNII,True,0.6266400313555962,0.009247320195291146,0.3641126484491127,0.6266400313555962,False
27296,SNIbc,SNIbc,False,0.09240414302722917,0.001624729471010156,0.9059711275017606,0.9059711275017606,False
18645,SNIa,SNIa,False,4.910773567879213e-26,1.0,4.528122235735115e-27,1.0,False
15051,SNIa,SNIa,False,2.0714770913339857e-05,0.9999697951014669,9.490127619641846e-06,0.9999697951014669,False
33919,SNIbc,SNIbc,False,0.08101698083131097,0.00013734456583703575,0.918845674602852,0.918845674602852,False
14099,SNIa,SNIbc,True,0.488110486174162,0.014344644797103708,0.49754486902873424,0.49754486902873424,True
5702,SNIa,SNIa,False,2.2800569942557666e-101,1.0,1.4485997212551032e-82,1.0,False
5200,SNIa,SNIa,False,1.384924127538375e-10,0.9999999998554763,6.031417386107441e-12,0.9999999998554763,False
19832,SNIbc,SNIbc,False,0.31650165118002466,0.008143752400887517,0.6753545964190878,0.6753545964190878,False
23532,SNIbc,SNII,True,0.6694118201296122,0.010550444482063907,0.3200377353883238,0.6694118201296122,False
44980,SNII,SNII,False,0.6667840390567963,0.004117506175392403,0.32909845476781135,0.6667840390567963,False
30942,SNIbc,SNIbc,False,0.37056456337190735,0.008364070066427441,0.6210713665616653,0.6210713665616653,False
3096,SNIa,SNIa,False,5.451382583077392e-18,1.0,2.9081414032944107e-18,1.0,False
7851,SNIa,SNIa,False,1.9894598201656822e-51,1.0,1.0595176664487528e-51,1.0,False
32170,SNIbc,SNIbc,False,0.3845139361280555,0.009454541280241601,0.6060315225917029,0.6060315225917029,False
3875,SNIa,SNIa,False,1.5711688047987273e-55,1.0,4.9513343146127626e-57,1.0,False
7614,SNIa,SNIa,False,3.4313762132324557e-19,1.0,1.2171784413265602e-20,1.0,False
34170,SNIbc,SNIbc,False,0.3253346881520313,0.0066588976680182705,0.6680064141799505,0.6680064141799505,False
14097,SNIa,SNIa,False,2.8040533898569537e-304,1.0,8.7520717235237e-311,1.0,False
38084,SNII,SNII,False,0.6728757530386719,0.005792855806095376,0.32133139115523285,0.6728757530386719,False
44566,SNII,SNII,False,0.7665857865374164,0.013875830667982089,0.21953838279460164,0.7665857865374164,False
6056,SNIa,SNIa,False,5.1116534825065146e-17,1.0,2.6126481640084474e-17,1.0,False
14962,SNIa,SNIa,False,9.145453629113547e-13,0.9999999999982467,8.387049308613518e-13,0.9999999999982467,False
33838,SNIbc,SNII,True,0.6967898413539706,0.00424526223576147,0.298964896410268,0.6967898413539706,False
12793,SNIa,SNIa,False,1.725252305377682e-107,1.0,1.4590810577618496e-110,1.0,False
29590,SNIbc,SNIbc,False,0.4108638115821236,0.07645200614036433,0.512684182277512,0.512684182277512,False
64,SNIa,SNIa,False,2.6639134937437e-54,1.0,4.443157540359234e-56,1.0,False
6938,SNIa,SNIa,False,1.3792969182836302e-25,1.0,8.47706592207308e-27,1.0,False
3625,SNIa,SNIa,False,4.293383192684532e-76,1.0,1.3121861129155873e-76,1.0,False
13800,SNIa,SNIa,False,5.387344192428009e-162,1.0,1.8265478099056606e-164,1.0,False
24366,SNIbc,SNII,True,0.7160960970466123,0.013033555261451538,0.2708703476919363,0.7160960970466123,False
8341,SNIa,SNIa,False,1.7618097148141725e-104,1.0,1.0603807326039069e-103,1.0,False
5493,SNIa,SNII,True,0.5945464315845006,0.01772508580190056,0.38772848261359877,0.5945464315845006,False
24590,SNIbc,SNIbc,False,0.45771883325662577,0.005784950593675558,0.5364962161496988,0.5364962161496988,False
809,SNIa,SNIa,False,2.663633172653658e-10,0.9999999994781499,2.554868476628954e-10,0.9999999994781499,False
12466,SNIa,SNIa,False,1.5665767095279023e-10,0.99999999944738,3.95962376825078e-10,0.99999999944738,False
29669,SNIbc,SNIbc,False,0.2996126681094644,0.0047418453951291175,0.6956454864954066,0.6956454864954066,False
46048,SNII,SNIbc,True,0.17803513546661978,0.005926337139962818,0.8160385273934175,0.8160385273934175,False
27424,SNIbc,SNII,True,0.6198407302576772,0.013361640702249525,0.3667976290400732,0.6198407302576772,False
24405,SNIbc,SNII,True,0.7112870713203752,0.00485434804162217,0.2838585806380027,0.7112870713203752,False
24577,SNIbc,SNIbc,False,0.07880982125665816,0.0007261227682256199,0.9204640559751162,0.9204640559751162,False
47857,SNII,SNIbc,True,0.38675039664546695,0.005204738422635772,0.6080448649318972,0.6080448649318972,False
4617,SNIa,SNIa,False,1.2246769562826302e-127,1.0,7.225201068156792e-131,1.0,False
43885,SNII,SNIbc,True,0.3773581806598193,0.00909610626584929,0.6135457130743314,0.6135457130743314,False
9580,SNIa,SNIa,False,1.0024867939471623e-14,0.9999999999999383,5.181525138074037e-14,0.9999999999999383,False
40049,SNII,SNII,False,0.6107211883769225,0.009636426928702273,0.3796423846943753,0.6107211883769225,False
35252,SNIbc,SNIbc,False,0.0011973043990562789,0.003424934907140828,0.9953777606938029,0.9953777606938029,False
9764,SNIa,SNIa,False,3.92910443940985e-107,1.0,2.051065658077048e-111,1.0,False
31264,SNIbc,SNIbc,False,0.38478075039784126,0.009429325764272625,0.6057899238378861,0.6057899238378861,False
5084,SNIa,SNIa,False,1.6822683580804677e-117,1.0,1.8633816965405823e-120,1.0,False
39615,SNII,SNII,False,0.8218182786355013,0.00578656225403906,0.1723951591104598,0.8218182786355013,False
50461,SNII,SNII,False,0.6335485121828373,0.005286800326298898,0.3611646874908639,0.6335485121828373,False
43019,SNII,SNIbc,True,0.4507702417836673,0.004609600134824764,0.544620158081508,0.544620158081508,False
36469,SNII,SNII,False,0.9630228019065207,0.0011909096604657212,0.03578628843301369,0.9630228019065207,False
20242,SNIbc,SNIbc,False,0.2964251973570739,0.015635841253324956,0.6879389613896012,0.6879389613896012,False
28298,SNIbc,SNIbc,False,0.474935829604276,0.009973914032312032,0.515090256363412,0.515090256363412,False
32345,SNIbc,SNIa,True,0.009198755114687278,0.7143718157180182,0.2764294291672946,0.7143718157180182,False
13156,SNIa,SNIa,False,2.774664430208118e-09,0.9999999937546051,3.4707302762589926e-09,0.9999999937546051,False
12557,SNIa,SNIa,False,7.861474041291694e-74,1.0,7.166728046405414e-76,1.0,False
42190,SNII,SNII,False,0.6193041287693519,0.011046278669267082,0.369649592561381,0.6193041287693519,False
2534,SNIa,SNIa,False,3.501255287630086e-17,1.0,4.7539678457306856e-17,1.0,False
17997,SNIa,SNIa,False,2.3054460657018273e-35,1.0,9.680159618115606e-37,1.0,False
23894,SNIbc,SNIbc,False,0.1336579042721323,0.00792495565684677,0.8584171400710209,0.8584171400710209,False
29684,SNIbc,SNIbc,False,9.062129477068142e-25,1.6884859639818686e-15,0.9999999999999982,0.9999999999999982,False
17298,SNIa,SNIa,False,9.280287477924814e-43,1.0,2.011094697651016e-44,1.0,False
7880,SNIa,SNIa,False,1.511539264160351e-27,1.0,5.733873729076114e-28,1.0,False
22519,SNIbc,SNIbc,False,0.25375035474605895,0.00805271124154684,0.7381969340123942,0.7381969340123942,False
41270,SNII,SNIbc,True,0.38803366684131263,0.0061799874389472575,0.6057863457197401,0.6057863457197401,False
2710,SNIa,SNIa,False,4.119408877448484e-59,1.0,1.5866731524834722e-59,1.0,False
32493,SNIbc,SNII,True,0.6564413121451104,0.005105230676212656,0.3384534571786769,0.6564413121451104,False
28660,SNIbc,SNIbc,False,0.2848235417864988,0.030782203501951405,0.6843942547115498,0.6843942547115498,False
13940,SNIa,SNIa,False,7.885422515457137e-71,1.0,4.177663166090138e-73,1.0,False
40598,SNII,SNIbc,True,0.29960909772829014,0.004976455593986009,0.6954144466777239,0.6954144466777239,False
21786,SNIbc,SNIbc,False,0.4078476251621836,0.011139990231999814,0.5810123846058166,0.5810123846058166,False
22694,SNIbc,SNII,True,0.5149888552503067,0.008533424958104496,0.47647771979158876,0.5149888552503067,False
645,SNIa,SNIa,False,1.0178019210396834e-32,1.0,6.442847104135875e-33,1.0,False
32801,SNIbc,SNII,True,0.5087338365806455,0.003987774948765373,0.487278388470589,0.5087338365806455,False
6614,SNIa,SNIa,False,3.0253190930485163e-275,1.0,7.119655286992223e-278,1.0,False
24511,SNIbc,SNIbc,False,0.25958586260356764,0.011111635455982446,0.7293025019404499,0.7293025019404499,False
38546,SNII,SNIbc,True,0.41032872681988636,0.006545982210309099,0.5831252909698046,0.5831252909698046,False
15966,SNIa,SNIa,False,7.546588166941302e-121,1.0,1.5627134225263681e-124,1.0,False
41710,SNII,SNII,False,0.5077708638333387,0.0117840023056876,0.4804451338609737,0.5077708638333387,False
48002,SNII,SNII,False,0.74091424695546,0.011766623334446662,0.24731912971009334,0.74091424695546,False
8549,SNIa,SNIa,False,4.55051964456421e-13,0.9999999999994236,1.215311756400292e-13,0.9999999999994236,False
23283,SNIbc,SNIbc,False,0.1269647569035913,0.06052481749012379,0.812510425606285,0.812510425606285,False
45149,SNII,SNII,False,0.7594970564894648,0.009235196262865043,0.23126774724767024,0.7594970564894648,False
1793,SNIa,SNIa,False,8.471135479531503e-67,1.0,1.0327841121854724e-68,1.0,False
50709,SNII,SNIbc,True,0.38188022904943314,0.008098795988410422,0.6100209749621565,0.6100209749621565,False
10604,SNIa,SNIa,False,1.6656679831582645e-107,1.0,2.824775527972551e-109,1.0,False
48606,SNII,SNII,False,0.5458223709827343,0.007791060476708237,0.4463865685405573,0.5458223709827343,False
37746,SNII,SNIbc,True,0.3834861622308353,0.008773972017158339,0.6077398657520064,0.6077398657520064,False
45701,SNII,SNII,False,0.5400573909522112,0.011836832299028002,0.4481057767487607,0.5400573909522112,False
47,SNIa,SNIa,False,6.053043889950431e-07,0.9999988826851008,5.120105101663464e-07,0.9999988826851008,False
5582,SNIa,SNIa,False,2.3985248261596823e-75,1.0,2.3106549902204734e-76,1.0,False
1870,SNIa,SNIbc,True,0.12447340255726905,0.018647960061496476,0.8568786373812344,0.8568786373812344,False
1649,SNIa,SNIa,False,1.548719788270675e-38,1.0,1.0757857889383354e-39,1.0,False
35345,SNIbc,SNIbc,False,1.1261309413979278e-19,1.4836348217569636e-07,0.9999998516365178,0.9999998516365178,False
9884,SNIa,SNIa,False,2.0550504364785958e-29,1.0,6.58065368877193e-31,1.0,False
42918,SNII,SNIbc,True,0.48281233526600725,0.026256481793828938,0.4909311829401638,0.4909311829401638,True
37400,SNII,SNIbc,True,0.4814945343663918,0.009477527628055137,0.509027938005553,0.509027938005553,False
42506,SNII,SNII,False,0.856737397669071,0.04579931497481057,0.09746328735611848,0.856737397669071,False
49141,SNII,SNII,False,0.8747214866087821,0.00288092144087387,0.12239759195034398,0.8747214866087821,False
6831,SNIa,SNIa,False,5.511832946327335e-18,1.0,2.368982051573607e-18,1.0,False
7660,SNIa,SNIa,False,1.1942445898290949e-17,1.0,1.3384601794843506e-17,1.0,False
28647,SNIbc,SNII,True,0.5348072651565908,0.007724584134819837,0.45746815070858926,0.5348072651565908,False
24843,SNIbc,SNIbc,False,0.17022970043056376,0.0036925022219937735,0.8260777973474424,0.8260777973474424,False
34181,SNIbc,SNIbc,False,0.28152038721528494,0.005487329682103521,0.7129922831026114,0.7129922831026114,False
23931,SNIbc,SNIbc,False,0.47772676719222884,0.006452030895889451,0.5158212019118817,0.5158212019118817,False
4975,SNIa,SNIa,False,2.35136481820191e-19,1.0,1.5824131747396148e-19,1.0,False
33673,SNIbc,SNIbc,False,0.28468505737403615,0.005007505662846412,0.7103074369631175,0.7103074369631175,False
45879,SNII,SNII,False,0.7351822185362443,0.009942887064828817,0.25487489439892685,0.7351822185362443,False
43130,SNII,SNII,False,0.8944188189991226,0.0035198013317063325,0.10206137966917098,0.8944188189991226,False
5152,SNIa,SNIa,False,1.3775926784924e-100,1.0,4.220038168452462e-103,1.0,False
46333,SNII,SNII,False,0.862502542609628,0.0035647534375879064,0.13393270395278414,0.862502542609628,False
49961,SNII,SNII,False,0.8217497075669752,0.015289757890160955,0.1629605345428638,0.8217497075669752,False
43403,SNII,SNII,False,0.6310523126999942,0.06551829652361907,0.3034293907763866,0.6310523126999942,False
31410,SNIbc,SNII,True,0.5037136906424667,0.03027008808044016,0.4660162212770931,0.5037136906424667,False
40329,SNII,SNII,False,0.8462192487880655,0.0056683421995719395,0.1481124090123625,0.8462192487880655,False
872,SNIa,SNIa,False,0.0,1.0,0.0,1.0,False
30510,SNIbc,SNIbc,False,0.1530992890886443,0.009544288867332267,0.8373564220440235,0.8373564220440235,False
31055,SNIbc,SNIbc,False,0.2275399410376388,0.00133430586523423,0.771125753097127,0.771125753097127,False
39240,SNII,SNII,False,0.7809910621042241,0.011739173465081016,0.20726976443069495,0.7809910621042241,False
39774,SNII,SNII,False,0.8822048551652317,0.010775777112362807,0.10701936772240549,0.8822048551652317,False
14172,SNIa,SNIa,False,1.9144140197523568e-16,0.9999999999999998,8.003345655731909e-17,0.9999999999999998,False
10290,SNIa,SNIa,False,0.0,1.0,0.0,1.0,False
46405,SNII,SNII,False,0.6582239733112266,0.007410974537807069,0.3343650521509663,0.6582239733112266,False
40897,SNII,SNII,False,0.702112748788694,0.00559983680637296,0.29228741440493294,0.702112748788694,False
5755,SNIa,SNIa,False,8.824700707988452e-176,1.0,5.841938657743126e-162,1.0,False
33245,SNIbc,SNIbc,False,0.17204758495946387,0.0028399163848946796,0.8251124986556415,0.8251124986556415,False
37759,SNII,SNII,False,0.886989113669662,0.002211964661232307,0.11079892166910575,0.886989113669662,False
16411,SNIa,SNIa,False,6.924147984365214e-22,1.0,5.69197766399832e-23,1.0,False
26151,SNIbc,SNIbc,False,0.4060656101117429,0.01186680201626579,0.5820675878719913,0.5820675878719913,False
45045,SNII,SNIbc,True,0.42952464713119926,0.0136120851163476,0.5568632677524531,0.5568632677524531,False
39817,SNII,SNII,False,0.8330624863031463,0.002007869114132384,0.16492964458272144,0.8330624863031463,False
34169,SNIbc,SNIbc,False,0.14666789184259754,0.0002716252455708545,0.8530604829118316,0.8530604829118316,False
14943,SNIa,SNIa,False,0.03677196660295478,0.9314902985186256,0.03173773487841968,0.9314902985186256,False
8301,SNIa,SNIa,False,5.514308836501572e-23,1.0,8.485664374369838e-24,1.0,False
14141,SNIa,SNIa,False,2.7635562054052316e-188,1.0,6.85027492311322e-192,1.0,False
39952,SNII,SNII,False,0.862263254303294,0.01165643911503264,0.1260803065816734,0.862263254303294,False
45410,SNII,SNII,False,0.7788627863990492,0.09766549767222865,0.12347171592872208,0.7788627863990492,False
3084,SNIa,SNIa,False,1.7317062026249228e-180,1.0,3.476921400221514e-181,1.0,False
3069,SNIa,SNIa,False,1.58727773353467e-95,1.0,6.897677437223998e-98,1.0,False
41766,SNII,SNII,False,0.558513335673689,0.009015223385830697,0.43247144094048035,0.558513335673689,False
4368,SNIa,SNIa,False,1.3809451588696044e-21,1.0,2.375683568197442e-22,1.0,False
49152,SNII,SNII,False,0.7214504209392039,0.005687067359884144,0.2728625117009118,0.7214504209392039,False
1221,SNIa,SNIa,False,3.543073271990534e-42,1.0,2.1806168481055887e-43,1.0,False
17071,SNIa,SNIa,False,2.289267065304242e-56,1.0,4.405314940159282e-56,1.0,False
23348,SNIbc,SNIbc,False,0.41771837500475695,0.002555926831292496,0.5797256981639506,0.5797256981639506,False
28759,SNIbc,SNIbc,False,0.42192972310041216,0.008345106755753326,0.5697251701438346,0.5697251701438346,False
33665,SNIbc,SNIbc,False,0.24771516293737236,0.008424924260148237,0.7438599128024794,0.7438599128024794,False
1325,SNIa,SNIa,False,1.3211739218571464e-20,1.0,2.021243907471563e-21,1.0,False
29784,SNIbc,SNIbc,False,0.3369455843999236,0.04141938660806176,0.6216350289920147,0.6216350289920147,False
50306,SNII,SNII,False,0.6198568629047352,0.005653999462127792,0.37448913763313707,0.6198568629047352,False
38755,SNII,SNII,False,0.7237462075836236,0.008833858027045935,0.26741993438933037,0.7237462075836236,False
28147,SNIbc,SNIbc,False,0.48920929580299066,0.006213562786884269,0.504577141410125,0.504577141410125,False
32296,SNIbc,SNIbc,False,0.34260754459348824,0.01310308720656213,0.6442893681999496,0.6442893681999496,False
25478,SNIbc,SNIbc,False,0.35043335241471285,0.009778104835692492,0.6397885427495946,0.6397885427495946,False
34231,SNIbc,SNII,True,0.5044362392660413,0.007689774078387499,0.48787398665557113,0.5044362392660413,False
51064,SNII,SNII,False,0.6585102950265987,0.005415482233448901,0.33607422273995247,0.6585102950265987,False
42026,SNII,SNII,False,0.7550285207103795,0.004360222238495756,0.2406112570511247,0.7550285207103795,False
31367,SNIbc,SNIbc,False,0.09643031842642245,0.0005261486398369908,0.9030435329337405,0.9030435329337405,False
